point_id,lon,lat,target
ommNZCUV,37.590776,55.84863000000001,-0.34815737860381524
nMe2LHPb,37.784209999999995,55.750271,1.294206304946465
ZgodVRqB,39.635721000000004,47.21333,-1.0396789295723543
0t2jNYdz,37.704570000000004,55.782019999999996,-1.1693392203789554
U27W4QJ7,37.643983,55.730188,-0.08883679699061309
ci9r9Fr2,92.926002,56.06590799999999,-0.21849708779721416
O3tOF6uE,30.4685,59.9214,-1.0396789295723543
CO76tdVs,37.444303999999995,55.850511,0.21370388155812275
GU0QclY1,92.903162,56.050290000000004,-0.30493728166828155
CHtHXJLp,39.701709,47.234012,-0.13205689392614678
sgrEW5hG,39.716986999999996,47.222272,-1.212559317314489
XPqFCntc,37.437191,55.664705000000005,-0.5642578632814836
1ZvdVY5t,55.993548,54.713414,-0.34815737860381524
zRh8HUje,49.118586,55.829578000000005,0.04082349381598799
Nj7qV6KG,37.799786,55.793427,0.4730244631713249
E2fZAexI,37.40478,55.81024,-0.5642578632814836
9BqGtCOu,60.616914,56.848247,-0.17527699086168047
53eoFG4u,43.863684,56.228005,0.6459048509134596
ejjC2aU3,92.974951,56.014022,-0.4345975724748826
e5ZywFU6,37.730449,55.706607999999996,0.3865842693002575
wQOQvE03,30.579832,59.735526,-1.1261191234434216
wXDJYllD,37.597414,55.850995,0.6459048509134596
8GOlibor,30.348665000000004,59.832466000000004,0.732345044784527
SJOpfpK9,82.87236800000001,54.981574,0.21370388155812275
Fcqb4WDt,92.931228,56.004484,-0.17527699086168047
B8K3Fzd0,39.7046,47.226000000000006,0.08404359075152168
0BYKB88d,82.890947,54.984035999999996,-0.39137747553934893
tFr5ROxI,37.825155,55.724123999999996,-0.4345975724748826
kg8oDow1,37.628508000000004,55.759601,-1.2557794142500227
0eSE1PRt,37.491046000000004,55.683744,-0.30493728166828155
dFRJyrdz,37.595278,55.58303299999999,-0.045616700055079396
IVSpPooR,37.538765000000005,55.908623,-1.0396789295723543
ePTGtnXP,37.535637,55.691697999999995,-0.34815737860381524
XTKhDNze,37.659739,55.845203000000005,-1.1045090749756548
saJNxolJ,37.40677,55.75784,-1.1693392203789554
kXV2cKsB,37.660087,55.843941,-0.4778176694104163
Ge3rjnNS,37.436246999999995,55.826377,0.3865842693002575
Uep82ylV,37.637687,55.80745600000001,0.5162445601068586
eqECPIIT,37.7381,55.815425,-0.30493728166828155
jc6nGwVC,37.603394,55.609839,0.6459048509134596
hmgU8ZxH,44.006516,56.326797,-0.52103776634595
FghElX6D,37.438987,55.849423,1.5535268865596672
UcFkrzvk,30.505551,59.831962,-0.30493728166828155
cpG56rus,30.47281,59.91627,-1.0396789295723543
FS7Ufln2,50.21569,53.239158999999994,0.3865842693002575
7T3FujXu,39.67201,47.211275,0.8187852386555944
tlkZpouQ,43.948288,56.321865,-0.13205689392614678
I0hubgK0,60.556456999999995,56.806185,-0.6939181540880848
Etvm4Few,37.634434000000006,55.82400500000001,-0.045616700055079396
4kXXpr1r,30.08969,59.738702,-0.9532387357012869
p31ln7Rd,82.961589,55.039081,0.08404359075152168
lwTDMNbZ,37.765758,55.704133999999996,0.6459048509134596
jskwtTpg,37.62166,55.681346,-0.6939181540880848
9p3J8gPd,30.143909999999998,59.849135,-1.212559317314489
c5wVfiUF,37.679968,55.77293,1.8128474681728692
yyX5XM5Y,37.728164,55.691734,-0.34815737860381524
ZfbQN6SL,37.646375,55.653255,-0.002396603119545705
mIGlDDq2,30.415815000000002,59.953669,-0.7371382510236184
nh41SLK0,56.111306000000006,54.80681800000001,0.8620053355911281
GLpUl6ku,49.219566,55.745681000000005,-0.08883679699061309
8NvqE4CJ,37.486227,55.839988,0.4730244631713249
6DLyJRJT,60.595022,56.834796,-1.1261191234434216
Mk1D78ip,50.126073999999996,53.187828,-1.1693392203789554
jvXZ5BfY,56.080169999999995,54.772889,-0.4778176694104163
QUpF6MWF,30.481682,59.907081999999996,0.6459048509134596
ZDyDKUmb,49.112998,55.779996,0.6459048509134596
4LvQzaA9,49.056271,55.819044999999996,0.1920938330903559
3uG2b8Ye,50.263857,53.218848,2.6340293099480094
NTjDKBtL,92.865583,56.009935999999996,-0.30493728166828155
3bqwQXqD,49.09329,55.821254,0.12726368768705537
cTNjjItI,29.957915999999997,60.093366,0.7755651417200607
BSuZvUqW,30.348815999999996,59.915002,0.8187852386555944
lkWtEXwO,37.493066,55.839565,1.0781058202687965
zT71jR4g,37.599148,55.583953,1.3806464988175324
VdNzagUv,37.678141,55.789393999999994,1.2509862080109313
v46TS3KT,30.309721999999997,59.966483999999994,1.1213259172043302
EYeTJlnp,37.653334,55.856351000000004,0.04082349381598799
Sz1ye8MD,37.593725,55.752097,0.4298043662357912
X7Sv7X4f,29.894139000000003,59.881795,0.6891249478489934
UT4p9zvj,37.659371,55.776858999999995,-0.4345975724748826
2UlFF5pG,60.61326700000001,56.899749,-0.6939181540880848
P2LhIYVH,50.123711,53.192857,0.9916656263977291
2cU1Z8KM,92.798215,56.02265,-0.4345975724748826
AnEwYKsf,60.636812,56.838125,-0.6939181540880848
ibdAzVc5,30.387133000000002,59.849019999999996,-0.34815737860381524
CCoMeGSq,60.56259300000001,56.816823,-0.39137747553934893
rhifIvhc,37.366207,55.644661,1.034885723333263
n59CZdDP,37.579529,55.807542000000005,-0.34815737860381524
aWMomlO7,49.118586,55.829578000000005,0.34336417236472383
DcWDQ5JC,37.515103,55.805803000000004,0.5594646570423922
ny5swWUO,49.186229,55.803373,-0.4345975724748826
s8LhdRDp,37.723067,55.782563,-0.26171718473274785
Tw1Svbiw,49.080358000000004,55.834436,-0.08883679699061309
49RGSbXb,39.762138,47.232181,0.30014407542919014
kcPx2crY,56.075499,54.817080000000004,-1.212559317314489
BpoVvgKO,37.46445,55.809509999999996,-0.650698057152551
QX4SAYI9,30.247937,59.858688,-1.234169365782256
5UKRuSA9,37.576824,55.838028,2.850129794625678
vC4Bp1jb,30.261134000000002,59.86786800000001,-0.6074779602170174
5jpPGoo6,37.517761,55.524437,-0.5858679117492506
bW2iNSMp,82.934565,55.105543999999995,0.3865842693002575
xyt6yjVS,30.321087,60.01664,-0.8667985418302195
2jNsxoXl,37.525127000000005,55.643668000000005,-0.39137747553934893
Ccqm3lC6,50.262682,53.220259,3.10945037623888
CyYLUxCj,30.298369,59.906746999999996,-0.7803583479591522
Bq2RhWh4,43.866774,56.348392000000004,-0.6074779602170174
9RYHfP3m,37.38073,55.766712,-0.4778176694104163
